,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,33.39748528310778,43.140499595770706,45.74065676557649,48.34081393538221,50.940971105188,53.54112827499378,56.1412854447995,58.74144261460528,61.341599784411066,63.941756954216785,64.75619983830829,67.35635700811407,69.95651417791979,74.34238563343986,76.94254280324564,79.54269997305136,82.14285714285714,82.14285714285714,82.14285714285714,79.54269997305136,79.54269997305136,78.4656796090162,76.94254280324564,76.94254280324564,76.32872895898801,74.78850207517526,74.34238563343986,73.92043821185372,72.76785714285711,71.42213448854089,70.51460077511882,69.14207129382835,61.74174785275225,60.99772511614355,66.98146576668262,66.32671853747638,65.69801928085036,64.70047259124969,63.75696947365239,63.21342721727058,62.340650098031226,61.17971985379664,63.49853311705108,51.743487264523424,51.02773537702696,50.33274320698979,49.39142177226247,48.483495705504495,47.853562175886466,46.9954502322871,45.92935908065423,44.67721724765102,43.58218137866545,42.837832037051314,42.11032427598643,41.19795679252506,40.1152308967851,38.87746215470711,37.77141490632606,36.60913945902064,35.39558591034815,34.30110271291597,33.07372542187891,31.95974044795162,30.797328113302058,29.590207236256234,28.486974529046844,27.26745939411656,25.9403326393415,24.514079933113994,22.99685660388477,21.39638672841881
1,33.31630956744682,35.9110666359587,45.64791215570334,48.24095539225188,50.832818662916175,53.423182500924604,56.01160099094354,58.597432550576585,61.17971985379664,57.614112330795244,60.18386139461924,62.74174785275225,65.27927734568375,67.77758106899658,74.54301467327373,78.4656796090162,79.54269997305136,79.54269997305136,82.14285714285714,82.14285714285714,82.14285714285714,79.54269997305136,79.54269997305136,79.54269997305136,78.4656796090162,76.94254280324564,76.94254280324564,76.32872895898801,74.78850207517526,73.92043821185372,72.76785714285711,71.74222846363406,71.42213448854089,70.51460077511882,69.14207129382835,68.8846049956094,68.1405822590007,66.98146576668262,66.32671853747638,65.69801928085036,64.70047259124969,63.392857142857146,65.91207866945979,64.75114842522521,64.27284040565328,63.49853311705108,62.45777297880914,51.02773537702696,50.33274320698979,49.39142177226247,55.37260061410151,54.138307375144244,53.072216223511376,45.35364693592145,44.56594060671754,43.58218137866545,42.42012404401001,41.19795679252506,40.1152308967851,38.87746215470711,37.77141490632606,36.60913945902064,35.39558591034815,34.30110271291597,33.07372542187891,31.95974044795162,30.797328113302058,29.515825871476498,28.124999999999968,26.634280854498428,25.052611814645747,23.38835384110707
2,33.07372542187891,35.65248211816227,45.371081804447634,47.94312915810895,50.51057993209563,53.072216223511376,55.62635284836164,58.1705925198841,58.91569754851042,57.07057007441343,59.555162137993214,61.99772511614355,64.37174363226168,66.62499999999997,68.64564493231812,74.54301467327373,76.94254280324564,78.4656796090162,79.54269997305136,79.54269997305136,79.54269997305136,82.14285714285714,82.14285714285714,82.14285714285714,79.54269997305136,79.54269997305136,79.54269997305136,78.4656796090162,76.94254280324564,76.32872895898801,74.78850207517526,74.34238563343986,73.92043821185372,72.76785714285711,71.74222846363406,71.42213448854089,70.51460077511882,69.14207129382835,68.8846049956094,68.1405822590007,66.98146576668262,65.69801928085036,68.27190116267826,67.32839804508096,66.78485578869915,65.91207866945979,64.75114842522521,64.27284040565328,63.49853311705108,62.45777297880914,61.18445203395643,56.534278915119614,55.62635284836164,54.99641931874361,54.138307375144244,53.072216223511376,51.82007439050817,50.7250385215226,49.562981186867155,51.91224250681078,50.829516611070815,49.591747868992826,37.77141490632606,36.60913945902064,35.39558591034815,34.30110271291597,33.07372542187891,31.72476003266108,30.265204559795706,28.70551775277684,27.055470754053847,25.324067021265808
3,32.672507911069665,42.368100701113825,44.914272049183204,47.452433669379154,49.98068917990846,52.49650407877859,54.99641931874361,57.475600349846935,58.14139025990822,56.19779295517408,58.55761544839255,60.83860862382548,62.99921415097121,64.96846739847712,66.62499999999997,67.77758106899658,68.64564493231812,76.32872895898801,76.94254280324564,76.94254280324564,78.4656796090162,79.54269997305136,79.54269997305136,79.54269997305136,82.14285714285714,82.14285714285714,82.14285714285714,79.54269997305136,79.54269997305136,78.4656796090162,76.94254280324564,76.94254280324564,76.32872895898801,74.78850207517526,74.34238563343986,73.92043821185372,72.76785714285711,71.74222846363406,71.42213448854089,70.51460077511882,69.14207129382835,68.1405822590007,70.5528943381112,69.89814710890496,69.26944785227893,68.27190116267826,67.32839804508096,66.78485578869915,65.91207866945979,64.75114842522521,63.49853311705108,58.88634440738057,58.1705925198841,57.475600349846935,56.534278915119614,55.37260061410151,54.138307375144244,53.072216223511376,55.39150296193674,54.29646709295117,53.134409758295725,51.91224250681078,50.829516611070815,49.591747868992826,37.77141490632606,36.60913945902064,35.31032334860477,33.887905344983004,32.35425160969466,30.72091894324394,28.9985237486046,27.196692060067605
4,39.25996652559221,41.77756300105946,44.28399729168401,46.776896079667054,49.253181418843575,51.708797749574686,54.138307375144244,56.534278915119614,57.100630121666285,55.036862710939495,57.25,59.35087060488196,61.291289864636184,62.99921415097121,64.37174363226168,65.27927734568375,66.62499999999997,72.13472392613944,74.34238563343986,74.78850207517526,76.32872895898801,76.94254280324564,76.94254280324564,78.4656796090162,79.54269997305136,79.54269997305136,82.14285714285714,82.14285714285714,82.14285714285714,79.54269997305136,79.54269997305136,79.54269997305136,78.4656796090162,76.94254280324564,76.94254280324564,76.32872895898801,74.78850207517526,74.34238563343986,73.92043821185372,72.76785714285711,71.42213448854089,70.51460077511882,72.71349986525692,72.45603356703796,71.71201083042926,70.5528943381112,69.89814710890496,69.26944785227893,68.27190116267826,66.96428571428572,65.91207866945979,61.17971985379664,60.701411834224714,59.92710454562251,58.88634440738057,57.61302346252786,56.534278915119614,58.94402918553008,57.70973594657281,56.643644794939945,55.39150296193674,54.29646709295117,53.134409758295725,51.91224250681078,50.829516611070815,49.591747868992826,37.5,35.99764245291356,34.38424661443637,32.672507911069665,30.873869593908612,28.9985237486046
5,38.556280499794894,41.03076248784015,43.48874190269161,45.92685850009831,48.34081393538221,50.7250385215226,53.072216223511376,55.37260061410151,57.61302346252786,53.63260227989782,55.69212330721819,57.614112330795244,59.35087060488196,60.83860862382548,61.99772511614355,62.99921415097121,64.37174363226168,65.27927734568375,71.74222846363406,72.76785714285711,73.92043821185372,74.34238563343986,74.78850207517526,76.32872895898801,76.94254280324564,80.2513938947305,83.11412854447994,83.11412854447994,81.32841425876565,82.14285714285714,82.14285714285714,82.14285714285714,79.54269997305136,79.54269997305136,79.54269997305136,78.4656796090162,76.94254280324564,76.94254280324564,76.32872895898801,74.78850207517526,73.92043821185372,72.76785714285711,75.31365703506265,74.99356305996946,74.08602934654739,72.71349986525692,72.45603356703796,71.71201083042926,70.5528943381112,69.26944785227893,68.27190116267826,63.75696947365239,63.21342721727058,62.340650098031226,61.17971985379664,63.49853311705108,62.45777297880914,61.18445203395643,60.105707486548184,58.94402918553008,57.70973594657281,56.643644794939945,55.39150296193674,54.29646709295117,53.134409758295725,51.812383963680446,50.34832465109562,46.973394576689834,43.48874190269161,34.55104712774955,32.672507911069665,37.86377608610108
6,37.71135194838781,40.13603249128779,42.5384430532053,44.914272049183204,47.258088039642246,49.562981186867155,51.82007439050817,54.01785714285712,56.1412854447995,52.02773537702696,53.936934796954304,55.69212330721819,57.25,58.55761544839255,59.555162137993214,60.83860862382548,61.99772511614355,62.74174785275225,69.14207129382835,70.51460077511882,71.42213448854089,71.74222846363406,72.76785714285711,73.92043821185372,78.35993064660383,79.90015753041658,80.51397137467421,80.51397137467421,82.03710818044479,81.32841425876565,79.54269997305136,79.54269997305136,82.14285714285714,82.14285714285714,82.14285714285714,79.54269997305136,79.54269997305136,79.54269997305136,78.4656796090162,76.94254280324564,76.32872895898801,74.78850207517526,77.91381420486843,77.49186678328229,76.3392857142857,75.31365703506265,74.99356305996946,74.08602934654739,72.71349986525692,71.71201083042926,66.98146576668262,66.32671853747638,65.69801928085036,64.70047259124969,63.392857142857146,65.91207866945979,64.75114842522521,63.49853311705108,62.45777297880914,61.18445203395643,60.105707486548184,58.94402918553008,57.70973594657281,56.643644794939945,55.39150296193674,53.97532261140294,48.844598352621,47.16132011698722,45.371081804447634,43.48874190269161,41.52710375729352,32.35425160969466
7,36.73306437911338,39.10259759080876,41.443959855773116,43.751996601877785,46.02031929756426,48.24095539225188,50.40389403997437,52.49650407877859,54.50280729179443,56.40261440597052,52.02773537702696,53.63260227989782,55.036862710939495,56.19779295517408,57.25,58.55761544839255,59.555162137993214,60.18386139461924,66.98146576668262,68.1405822590007,68.8846049956094,69.14207129382835,70.51460077511882,74.99356305996946,76.3392857142857,77.49186678328229,77.91381420486843,78.35993064660383,79.90015753041658,80.51397137467421,80.51397137467421,78.4656796090162,79.54269997305136,79.54269997305136,79.54269997305136,82.14285714285714,82.14285714285714,82.14285714285714,79.54269997305136,79.54269997305136,78.4656796090162,76.94254280324564,80.51397137467421,79.90015753041658,78.35993064660383,77.91381420486843,77.49186678328229,76.3392857142857,74.99356305996946,74.08602934654739,69.14207129382835,68.8846049956094,68.1405822590007,66.98146576668262,65.69801928085036,68.27190116267826,70.53571428571429,69.48350724088837,68.32257699665378,63.49853311705108,62.45777297880914,61.18445203395643,60.105707486548184,58.94402918553008,57.58928571428569,54.28221836449288,50.832818662916175,49.048259338288574,47.16132011698722,45.18768029097555,43.140499595770706,41.03076248784015
8,35.629831671903986,37.940185256159204,40.21658256473606,42.453180491461914,44.642857142857146,46.776896079667054,48.844598352621,50.832818662916175,52.72543687212951,54.50280729179443,49.998428301942354,51.47016631967072,52.743487264523424,53.78424740276537,55.036862710939495,56.19779295517408,57.07057007441343,61.9712551879381,64.70047259124969,65.69801928085036,66.32671853747638,66.98146576668262,71.71201083042926,72.71349986525692,74.08602934654739,74.99356305996946,75.31365703506265,76.3392857142857,77.49186678328229,77.91381420486843,78.35993064660383,79.90015753041658,80.51397137467421,80.51397137467421,82.03710818044479,83.11412854447994,79.54269997305136,82.14285714285714,82.14285714285714,82.14285714285714,79.54269997305136,81.32841425876565,83.11412854447994,82.03710818044479,80.51397137467421,80.51397137467421,79.90015753041658,78.35993064660383,77.49186678328229,76.3392857142857,71.74222846363406,71.42213448854089,70.51460077511882,69.14207129382835,68.1405822590007,70.5528943381112,72.8408764237075,71.84332973410685,70.53571428571429,67.69779295517408,64.75114842522521,63.49853311705108,62.45777297880914,61.18445203395643,59.71271401622807,54.50280729179443,52.72543687212951,50.832818662916175,48.844598352621,46.776896079667054,44.642857142857146,43.48874190269161
9,34.4103165369737,36.65868301433364,38.86761717551823,41.03076248784015,43.140499595770706,45.18768029097555,47.16132011698722,49.048259338288574,52.61853294863046,52.49650407877859,54.01785714285712,49.22974347124436,50.39142177226247,51.47016631967072,52.743487264523424,53.78424740276537,54.55855469136757,55.036862710939495,62.340650098031226,63.21342721727058,63.75696947365239,64.70047259124969,69.26944785227893,70.5528943381112,71.71201083042926,72.45603356703796,72.71349986525692,74.08602934654739,74.99356305996946,75.31365703506265,76.3392857142857,77.49186678328229,77.91381420486843,78.35993064660383,81.68587181613087,82.2996856603885,82.03710818044479,83.11412854447994,79.54269997305136,79.54269997305136,83.92857142857143,85.71428571428572,85.71428571428572,83.11412854447994,83.11412854447994,83.11412854447994,82.03710818044479,80.51397137467421,76.32872895898801,74.78850207517526,74.34238563343986,73.92043821185372,72.76785714285711,71.42213448854089,70.51460077511882,72.71349986525692,75.28343940185783,74.12432290953977,72.8408764237075,71.84332973410685,70.53571428571429,65.91207866945979,64.75114842522521,63.34688799418353,61.74202109131267,56.40261440597052,54.50280729179443,52.49650407877859,50.40389403997437,48.24095539225188,46.776896079667054,45.92685850009831
